,title,title_lower,review,sentiment
1717,Bridgerton,bridgerton,"The sophomore outing of Bridgerton is just as delightful as its first, even if it’s much safer. The Shondaland-produced series is still an effortlessly binge-able, dreamy fantasy of a diverse and passionate Regency-era London.",1
1718,Bridgerton,bridgerton,The new run of Bridgerton has less sex -- but is sexier than the first season. It's also more compelling in almost every way.,1
1719,Bridgerton,bridgerton,"It’s a wonderful escape from today’s insanity, and you can transport yourself to a place where you know you’re guaranteed to witness a happily ever after.",1
1720,Bridgerton,bridgerton,"Bridgerton remains a cleverly conceived modern wrinkle on the Jane Austen formula, down to its anachronisms, like playing a musical version of Madonna's ""Material Girl"" as accompaniment for a debutante ball.",1
1721,Bridgerton,bridgerton,"From the opening moments of its long-awaited second season, the sumptuous drama proves it’s lost none of its sparkle.",1
1722,Bridgerton,bridgerton,The anachronistic soundtrack works great -- Nirvana’s “Stay Away” is perfect for standoffish neurotic Lord B. And the show is still way more satisfying than The Bachelor.,1
1723,Bridgerton,bridgerton,"For all its sexy delights, Season 1 is much shakier than this more confident and more restrained second season.",1
1724,Bridgerton,bridgerton,"Bridgerton is in fine health and ready for what will doubtless be many more seasons. Next time, though, it might need to work harder to feel new.",1
1725,Bridgerton,bridgerton,"Take my word, dear reader, this second helping of the smash Netflix series still smolders. Despite  a drag at midpoint and the no-show of season-one sex magnet Regé-Jean Page, the dishy cosplay brims over with eye-popping spectacle and ravishing romance.",1
1726,Bridgerton,bridgerton,"I love the series’ repositioning of history and society, its diversity and the art design /wardrobe is to die for.",1
1727,Bridgerton,bridgerton,"Characters old and new almost burst with vim, vigour, machination and comedic foible in every corner.",1
1728,Bridgerton,bridgerton,"While the privileged atmosphere, back-stabbing, rampant rutting and frocks are certainly part of the Bridgerton allure, so is the refreshing acknowledgment of how dumb it all is. Even the carriage horses seem to be in on the joke.",1
1729,Bridgerton,bridgerton,"While the hit drama has been known for its outlandish plots, soapy elements, and everything in between, the storytelling on Bridgerton Season 2 is far tighter than its predecessor.",1
1730,Bridgerton,bridgerton,"Bridgerton remains gorgeously frothy, deeply silly and highly watchable - its legions of fans will eat this up. The honeymoon period might be over, but this romance looks like it will go the distance.",1
1731,Bridgerton,bridgerton,"Where the first season of the show was compelling because it's groundbreaking in so many ways, its romance between two beautiful people who have the hots for each other pales in comparison to the barbed sexual tension between Season 2's leads.",1
1732,Bridgerton,bridgerton,"Bridgerton is still a great show and is worth the watch, but for me, I just didn’t feel the burn this time around.",1
1733,Bridgerton,bridgerton,"82 million Netflix account holders can’t be wrong, can they? Well, yes. Yes, they can.",0
1734,Bridgerton,bridgerton,Season 2 timidly skimmed the surface of such representation when I needed it to leap into sumptuous storytelling. I couldn’t escape into it while I was also trying to navigate its unsatisfying approach to inclusivity.,0
1735,Bridgerton,bridgerton,"As soaps go, one can certainly do worse than Bridgerton, but season two... feels like a bland mimeograph of season one.",0
1736,Bridgerton,bridgerton,"I breezed through all eight episodes, never surprised, but always pleased by what I saw -- especially whenever the wonderful Adjoa Andoh as Lady Danbury is on screen.",1
1737,Bridgerton,bridgerton,"The first episode in the new season lasts eight hours and 24 minutes. No, not really. It does feel interminable, though.",0
1738,Bridgerton,bridgerton,"Theres something to be said for familiarity, but Bridgerton keeps most of the less interesting stuff from last season and jettisons the scandalous intrigue we tuned in for in the first place.",0
1739,Bridgerton,bridgerton,"""Bridgerton"" has a strong sophomore season that should keep its fans happy, even if they might wonder where all the sex scenes went.",1
1740,Bridgerton,bridgerton,"All the crowded balls, deer hunts and horse races in the world can’t distract from the second iteration’s greatest disappointment: its utter expectedness.",0
1741,Bridgerton,bridgerton,"It could be that Lady Whistledown isn’t the only one who sees where all of this is going — but what a lovely, colorful, steamy and gorgeous ride we’re all taking.",1
1742,Bridgerton,bridgerton,"Aren’t these boring statements of morality the exact thing last season flouted with its copious, luxuriant shots? Bridgerton, it’s like I don’t even know you anymore!",0
1743,Bridgerton,bridgerton,"The real scandal of Bridgerton: Try as it might, it’s no substitute for Jane Austen.",0
1744,Bridgerton,bridgerton,"It’s all done with buoyant wit, both in front of and behind the camera.",1
1745,Bridgerton,bridgerton,"Prepare for big reveals, unexpected liaisons, scene-stealing turns from Queen Charlotte (Golda Rosheuvel) and Lady Danbury (​​Adjoa Andoh) and tear-jerking moments...",1
1746,Bridgerton,bridgerton,"Season 2 does a fine job of keeping fans gleeful while being much more probing and, in the end, quite superior to the first season.",1
1747,Bridgerton,bridgerton,"While not as steamy as season one, season two thrives when focusing on the central romance. The chemistry is on full display, and the world around them is fleshed out well.",1
1748,Bridgerton,bridgerton,"The show tries to tack on more substantive themes, while still ignoring the ways that its world-building has come up short.",0
1749,Bridgerton,bridgerton,"It would behoove this show to focus more on the compelling, seductive romance it has in the present rather than setting sights too far ahead to next season's drama.",1
1750,Bridgerton,bridgerton,"Despite its positives, Bridgerton is ultimately not as fully, effectively transportive this go-round.",1
1751,Bridgerton,bridgerton,There are also lots of swoonworthy moments viewers will go nuts for,1
1752,Bridgerton,bridgerton,"Bridgerton Season 2 is still really enjoyable television and there’s a lot to like here... The end result is something that is, on all accounts, honestly mostly fine, but that is ultimately tarnished by the memory of how good what came before it was.",1
1753,Bridgerton,bridgerton,"It may falter a little in one of its subplots, but the developments within the Bridgerton family, the central romance, and the saga of Lady Whistledown ensure that this follow-up is far from a disappointment.",1
1754,Bridgerton,bridgerton,"While its not as raunchy as the first season, in many ways this season is more romantic and I dont think the returning audience (unless theyre maybe die-hard fans of the books) will be disappointed. Bailey is outstanding, as are the costumes.",1
1755,Bridgerton,bridgerton,Those looking for romantic escapism with picture-perfect historic detail could do a lot worse than Bridgerton.,1
1756,Bridgerton,bridgerton,Bridgerton season 2 is a lackluster season that hopes to recapture the heights of its first but mostly falls short.,0
1757,Bridgerton,bridgerton,"We are not often prone to Shakespearean language, dear reader, but one might suspect a shrew is ready to be tamed. The only question is which, the lady or the viscount?",1
1758,Bridgerton,bridgerton,"Still beautiful, still fun and still excellent.",1
1759,Bridgerton,bridgerton,"With the added complexity of the tensions caused by Lady Whistledown, Season 2 of Bridgerton is a fun, light-hearted, and classical watch.",1
1760,Bridgerton,bridgerton,"Bridgerton Season 2 is very much not an adaptation of The Viscount Who Loved Me. If anything, Season 2 is loosely inspired by the book, and nothing more.",1
1761,Bridgerton,bridgerton,"Season 2 brings new drama, new love interests, and a new match season  but it doesnt hold a candle to the entertainment of season 1.",1
1762,Bridgerton,bridgerton,"Season two of Bridgerton still is very much steamy and sexy, between Anthonys frequent shirtlessness and, especially, because its difficult to take your eyes off of Simone Ashley and Jonathan Bailey every time their characters bicker.",1
1763,Bridgerton,bridgerton,"Now that we’re all a bit less delirious, we can judge the arrival of series two on its dramatic merits. And it is still silly fun, though the novelty has worn off.",1
1764,Bridgerton,bridgerton,"'Bridgerton' Season 2 isnt terrible, but it isnt wonderful. There are some engaging moments, themes, and scenes. However, there are annoying and repetitive components that can take someone completely out of it.",1
1765,Bridgerton,bridgerton,"While “Bridgerton” Season 2 arrives with all of the scandal, gossip, and sartorial excellence we’ve become accustomed to, the sophomore outing lacks the fresh appeal and engaging pace of the first season.",0
1766,Bridgerton,bridgerton,"As deliberately frustrating as the main love story becomes, the actors playing it are very, very good.",1
1767,Bridgerton,bridgerton,"Whatever its stumbles in other areas, Bridgerton continues to nail it in the one arena that counts most — its central romance.",1
1768,Bridgerton,bridgerton,A sophomore season that all but drives its predecessor from memory.,1
1769,Bridgerton,bridgerton,"It may never reach the status of high art, but as high camp and escapist entertainment it’s pretty irreproachable.",1
1770,Bridgerton,bridgerton,Exuberant and swooningly romantic...,1
1771,Bridgerton,bridgerton,"With a second season that's more clever, moving, and emotionally complex than the first, this period drama proves that it's not just a titillating trifle.",1
1772,Bridgerton,bridgerton,Yearning can be just as satisfying as burning. It just takes a little longer.,1
1773,Bridgerton,bridgerton,"Although it's hardly a failure, Bridgerton Season 2 suffers from too many extraneous storylines and not focusing enough on its leading two characters, and that's where it falls short.",0
1774,Bridgerton,bridgerton,Has a clever way to create new chemistry without repeating itself.,1
1775,Inventing Anna,inventing anna,An irrestistible story.... [Full review in Spanish],1
1776,Inventing Anna,inventing anna,"Holding it all together is Garner, who makes Anna a charismatic enigma, chic behind huge sunglasses, speaking in an odd German-meets-Russian accent, sometimes engaging, other times appallingly superficial...",1
1777,Inventing Anna,inventing anna,"As watchable as the show can be, one cant help but see the better version lurking beneath the surface. Ultimately, iInventing Annai misses the point of what made Delveys story a viral sensation.",0
1778,Inventing Anna,inventing anna,"On screen, the story is neither salacious enough nor studied enough to bring about any concrete conclusions. Instead, it falls into its own obsessive rabbit hole, and we dont feel inclined to follow.",0
1779,Inventing Anna,inventing anna,"Ultimately, viewers are left with a captivating story about a Gen-Zer who almost girlbossed her way to the top. The series could have greatly benefited from a tighter narrative, providing an insiders look at the modern jet set",1
1780,Inventing Anna,inventing anna,"One of the most fascinating series of the year so far, playing right into our collective loves of gossip and scandal  because Rhimes knows exactly what shes doing.",1
1781,Inventing Anna,inventing anna,"What’s the point? In the case of Inventing Anna, the answer is some ethically muddled, bizarrely patronizing mumbo-jumbo about how women are punished for doing things that men get away with. Okay? Is that all?",0
1782,Inventing Anna,inventing anna,A dull spin on an otherwise captivating story...,0
1783,Inventing Anna,inventing anna,"The episodes become more intriguing as you go, and each are peppered with a host of recognizable Shondaland thesps. Standouts include the fabulous Kate Burton, hottie James Cusati-Moyer, Anna Deavere Smith and the real star of the show Anna Chlumsky...",1
1784,Inventing Anna,inventing anna,"It takes very real people, inspires a few fictional characters and fully runs with it.",1
1785,Inventing Anna,inventing anna,"In trying to make the show about gossip and the media, Inventing Anna actually misses whatever it is that Anna herself was up to and rather focused on what she thought she was doing. Instead of adding complexity, it just comes off as muddled.",0
1786,Inventing Anna,inventing anna,"Even when Inventing Anna comes off as vapid as its main character, it’s worth checking out purely for how much it revels in overindulgence. There’s more than enough to fill you up.",1
1787,Inventing Anna,inventing anna,"The show certainly provides indulgence (if maybe not enough for my taste). Its failure is in the framing of Delvey’s story: It’s depicted as a quasi-feminist, girlboss-adjacent revenge fantasy.",0
1788,Inventing Anna,inventing anna,Inventing Anna is one of the best new series of 2022. Its a grimy and uncomfortable con-story that keeps you guessing until the end.,1
1789,Inventing Anna,inventing anna,"In all honesty, I appreciated the show’s refusal to reproduce the same bland, measured morality tale we always get when TV rips scammer stories from the headlines.",1
1790,Inventing Anna,inventing anna,Settle in for an utterly bingeable bit of fluff about a woman who is never quite who she claims to be.,1
1791,Inventing Anna,inventing anna,"""Too bad the series wastes s so much time on the whiny, annoying journalist (Anna Chlumsky), rather than brazen, manipulative Anna and her gullible victims.""",1
1792,Inventing Anna,inventing anna,"As a true-crime nerd, I followed the story, and I thought it would be an interesting tale to dramatize. Yet, what came about was... a mess.",0
1793,Inventing Anna,inventing anna,"while Inventing Anna is a dubious proposition morally, its more-ish as a television spectacle",1
1794,Inventing Anna,inventing anna,Julia Garner is the Meryl Streep of our generation.,1
1795,Inventing Anna,inventing anna,"Inventing Anna’s chronic inability to get to the point is reflected in its sprawling nine-episode length, each one lasting an hour or more, not least because the show keeps recycling its own flashbacks as if poking us to stay awake.",0
1796,Inventing Anna,inventing anna,"Garner’s performance (and accent) are as electric as one would expect here, and it’s a real treat to watch her go.",1
1797,Inventing Anna,inventing anna,A fascinating and frustrating watch.,1
1798,Inventing Anna,inventing anna,"The true story it's based on is fascinatingly bizarre, and so is this series stocked with sublime actors, but using the journalist who broke Sorokin's tale as an entry point was a tactical error.",1
1799,Inventing Anna,inventing anna,"Garner fully commits to the role without missing its comedic beats. She seems to both be steeped in Anna’s world and ironically to the side of it -- in a series that is often flattened by its formal mediocrity, hers is an excellent performance.",1
1800,Inventing Anna,inventing anna,"Inventing Anna is as easily digestible and enjoyable as that of can’t-miss first season Scandal even if, in the end, it feels a little hollow.",1
1801,Inventing Anna,inventing anna,“Inventing Anna” isn’t a tough watch. The actors do a lot to compensate for what’s missing.,1
1802,Inventing Anna,inventing anna,"This might not be the Anna Delvey drama we expected. Its more trash than grit, though undeniably enjoyable. Once you try to take it as seriously as her crimes, its hard to see Inventing Anna as anything other than a very expensive PR campaign.",1
1803,Inventing Anna,inventing anna,"If youre looking for an in-depth analytical exploration into her behaviour, this wont be the Netflix drama for you. If youre looking for a Real Housewives meet Gossip Girl drama about scamming the snobby wealthy of New York, youre in for a treat.",1
1804,Inventing Anna,inventing anna,The result falls flat. Inventing Anna is a stretched-out nine-episode romp that never quite catches the enigma of its protagonist -- or matches her appeal.,0
1805,Inventing Anna,inventing anna,"Sometimes there is no morality tale -- because your subject is simply amoral. It’s not a comfortable ending, but perhaps, like Anna, we don’t deserve one.",1
1806,Inventing Anna,inventing anna,"It is one of those shows that plunges you straight into the heartless world of the very, very rich and it is fascinating.",1
1807,Inventing Anna,inventing anna,"What keeps giving oxygen to a cluttered series is Garner’s snappy performance, which grows more intense as her character races towards a famous downfall.",1
1808,Inventing Anna,inventing anna,"An overwrought, overlong mess, with writing and performances that feel too over the top even for a soap opera.",0
1809,Inventing Anna,inventing anna,"Like Delvey herself, “Inventing Anna” is all flash with little substance — offering little insight into this enigmatic figure.",0
1810,Inventing Anna,inventing anna,"While the focus of the series isnt always consistent, the story itself is fascinating. Garner plays her in a way that makes it impossible to look away when she is on screen.",1
1811,Inventing Anna,inventing anna,"Thoroughly entertaining thanks to a wealth of Manhattan elites who fell for Delvey’s schtick, Inventing Anna proves an addictive, who-is-she? riff on the whodunit.",1
1812,Inventing Anna,inventing anna,"Even with an occasionally clunky script, Inventing Anna is ridiculously watchable, aided in part by another scene-stealing performance from Julia Garner and a top-notch ensemble.",1
1813,Inventing Anna,inventing anna,"Rhimes isn't shy about availing herself of artistic license. In this story, however, she forgoes fleshing out her characters and bloats each episode's runtime instead.",0
1814,Inventing Anna,inventing anna,I suppose it’s inevitable that a story about a phony heiress feels a little hollow… but it’s a fun ride while it lasts.,1
1815,Inventing Anna,inventing anna,"In the end, both the main characters remain somewhat opaque, because they’re defined less by their specific goals than by the nebulous act of wanting.",0
1816,Inventing Anna,inventing anna,"Despite the lies and the fraud, Inventing Anna remains mostly light and even campy.",1
1817,Inventing Anna,inventing anna,"The show misunderstands what made the grifter at its center a viral sensation; for all the promise in its ripped-from-the-headlines premise, Inventing Anna is a shabby letdown.",0
1818,Inventing Anna,inventing anna,"The whole thing just does not work. It’s an over-stylised, overlong, over-acted and hilariously overblown soap opera.",0
1819,Inventing Anna,inventing anna,"Inventing Anna transforms a juicy real-life drama about a con artist among the influencer crowd into a fairly inert limited series, in part by giving almost equal weight to the reporter who broke the story.",0
1820,Inventing Anna,inventing anna,"There is a lot to like about this slick, intriguing storyline, it just could have been told in a more focused way.",1
1821,Inventing Anna,inventing anna,"A series with a dynamite central character, insight, wit and schlocky charm.",1
1822,Inventing Anna,inventing anna,"Ultimately, Garner’s committed performance adds a layer of complexity to Inventing Anna that might otherwise be absent.",1
1823,Inventing Anna,inventing anna,"If Inventing Anna possesses any relevance at all, its due to the quality of its cast.",0
1824,Inventing Anna,inventing anna,"Delvey’s story is riveting. The series, sadly, is not.",0
1825,Inventing Anna,inventing anna,"The series is not nearly fun enough to justify its length, quality, or even existence.",0
1826,Inventing Anna,inventing anna,"It may have more heft than it initially appears, but it is played essentially as a modern soap opera – and God, is it fun.",1
1827,Inventing Anna,inventing anna,"A Binge-worthy series you will find once it has you, you too will be under Annas spell.",1
1828,Inventing Anna,inventing anna,"While it may tell Annas story, it does so in the most basic, bare-bones manner, devoid of any real personality, fire, or even genuinely compelling characters  thanks mostly in part to the shows (sometimes painfully) lackluster scripts.",0
1829,Inventing Anna,inventing anna,"Garner is, not surprisingly, fully up to the difficult task of portraying a person with no center, both for laughs and for drama. She is compelling throughout.",1
1830,Inventing Anna,inventing anna,"Inventing Anna is a meandering and shallow take on Anna Sorokin's story, glacially paced with superfluous tangents that distract from the character we're really interested in.",0
1831,Inventing Anna,inventing anna,"Inventing Anna careens all over the place, and one of its only consistencies is an exhausting insistence that Delvey was talented but misunderstood.",0
1832,Inventing Anna,inventing anna,"It’s a Sisyphean task to get us to care as much about the writing of an article as the escapades of the person being written about, and neither the series nor a surprisingly depthless Chlumsky succeeds in doing so.",0
1833,Inventing Anna,inventing anna,"The series lacks a clear focus and has an inconsistent tone. Overall, I was rather disappointed, but the premise and a few standout performances make the series worth watching.",1
1834,Inventing Anna,inventing anna,This bloated true-crime drama from Shonda Rhimes alternately seeks to scold and celebrate New York con artist Anna Delvey (Julia Garner) and the relentless reporter (Anna Chlumsky) who brought her story to light.,0
1835,Inventing Anna,inventing anna,"By the end, Inventing Anna may test your resolve as you decide how much time you choose to spend in the company of an unrepentant bossy narcissist, regardless of how well she’s played.",0
1836,Inventing Anna,inventing anna,Shonda Rhimess first limited series for Netflix is a win for both her and the streamer. The series boasts an outstanding lead performance from Julia Garner as well as good to great performances from the entire supporting cast.,1
1837,Inventing Anna,inventing anna,"Imagine a stitch, combining the investigative style of Law & Order with everything intrinsic to a Shondaland series, including the pivoting plotlines, messy humanity, and the nearly diabolical (its so clever) dialogue.",1
1838,Inventing Anna,inventing anna,"Like too many streaming series, it trades in efficiency and force for length and reduced churn. Still, there’s a lot to chew on, including a handful of delicacies yet to be so earnestly unearthed in all those other stories of the rich and famous.",1
1839,Inventing Anna,inventing anna,Inventing Anna is the perfect Shondaland series in that it is incredibly fun to watch but filled with issues.,1
1840,Inventing Anna,inventing anna,"The modesty of its thematic and narrative ambitions keep Inventing Anna from being a great show. It could have been truly great if it had decided to really be about something, but instead it's content to just be fun.",1
1841,Inventing Anna,inventing anna,"Even if I was hooked by Anna's story of artistry and deceit, I felt Shonda Rhimes new proposal could have used less runtime.",1
1842,Inventing Anna,inventing anna,The series suffers from a few meandering detours but succeeds in its goal of elevating its central figure.,1
1843,Inventing Anna,inventing anna,"A show all about superficial pizzazz, in which flashy aesthetics ripped from reality TV arent just surface texture. They're text and subtext too, appearing each time someone recalls when they were first lured in by Delvey's mysterious charm.",1
1844,Inventing Anna,inventing anna,"The plot of Inventing Anna can feel a bit convoluted at times, but all the various jigsaw pieces of the story come together in a satisfying way by the end, albeit some more interesting and outrageous than others.",1
1845,Inventing Anna,inventing anna,"Slick, shiny and enjoyably ridiculous entertainment - though I imagine that the people caught up in Delvey’s real-life racket might struggle to see the funny side.",1
1846,Inventing Anna,inventing anna,"There is a brilliant drama to be had from the story of Anna Delvey, and when someone makes one I’ll be sure to let you know.",0
1847,Inventing Anna,inventing anna,Inventing Anna feels like a ghost of a shadow of its central narrative. What’s left is a show that is so obsessed with the idea of its main character that it forgets to explore who that young woman is.,0
1848,Inventing Anna,inventing anna,Part of the perversely entertaining allure of both Delvey and the series is being able to admire her epic gall while also being glad you’re not her.,1
1849,Inventing Anna,inventing anna,"It’s an overly long muddle, never quite sure what it wants to say about its title character, or how to say it.",0
1850,Inventing Anna,inventing anna,"At once, it manages to be a largely gripping recounting of the original scam, that will satisfy anyone who eagerly lapped up Pressler's feature, and a sophisticated dissection of a postmodern media event.",1
1851,Inventing Anna,inventing anna,Ends up feeling like a show-length adaptation of a novelty T-shirt that reads ANNA DELVEY DID NOTHING WRONG in big block letters.,0
1852,Inventing Anna,inventing anna,The series has all the hyper-competence and polish that one would expect from a Shondaland property.,1
1853,Inventing Anna,inventing anna,Watch enough of the series and she’ll infect your brain; you’ll start reading sentences to yourself in Anna’s voice. You’ll get as obsessed with her as Vivian and those who knew Anna do.,1
1854,Inventing Anna,inventing anna,"It’s too much that adds to too little. There is a compelling story to tell here, but “Inventing Anna” isn’t it.",0
1855,Inventing Anna,inventing anna,"The results are occasionally messy and often unwieldy — most of its nine episodes clock in at over an hour each  — but they’re also savvy, sly and compulsively watchable.",1
1856,Inventing Anna,inventing anna,"Even as the show around her stutters, Garner leans into her role with a vulpine, barely there grin that proves irresistible.",1
1857,Inventing Anna,inventing anna,"Despite its more evocative performances, Inventing Anna demands patience that doesn’t pay off, squandering its promising potential along the way.",0
1858,Inventing Anna,inventing anna,"A juicy, messy, series that is jam packed with drama, betrayal, manipulation, twists, turns, and surprises. One of those shows that will have viewers creating their own timelines and taking notes  doing everything they can to piece it all together.",1
1859,Inventing Anna,inventing anna,"Inventing Anna is an engaging series, well made and revelatory, with great pacing, so hunker down for 10 hours of WTF moments.",1
1860,The Pentaverate,the pentaverate,"Mike Myers has returned to joke about poop, butts, farts and pee, but with the confidence and courage of someone who knows the ins and outs of comedy. [Full review in Spanish]",1
1861,The Pentaverate,the pentaverate,"The Pentaverate is a funny satire of secret societies and conspiracies [...] and a great return to form for Mike Myers who plays 8 characters, all with moments to shine, and never overpowering. Lydia West expresses wonderful comedic talent every episode.",1
1862,The Pentaverate,the pentaverate,Mike Myers' affectionate but uneven conspiracy theory comedy is let down by its lowbrow humour.,0
1863,The Pentaverate,the pentaverate,"The story is involved, but the plot is episodic and the comedy mostly genial, with puns, excessive accents and bodily function gags (lots of those). It’s nice to have Myers back, but this is at best a distraction.",1
1864,The Pentaverate,the pentaverate,"While I am glad I didn’t have to pay to see this on the big screen, I enjoyed laughing at some dumb jokes for a couple of hours.",0
1865,The Pentaverate,the pentaverate,"Although its fantastic to have Mike Myers back in action, the series is underwhelming in elaborating its premise and comedy. [Full review in Spanish]",0
1866,The Pentaverate,the pentaverate,"Returning to the prosthetics and puns that helped make Austin Powers a classic was an inherent risk, but it might have been worth it with better writing.",0
1867,The Pentaverate,the pentaverate,"It appears Myers learned nothing in the past 14 years, and The Pentaverate is as big a dud as he’s ever made.",0
1868,The Pentaverate,the pentaverate,Little more than a cheap excuse for Myers to put on some prosthetics and do silly voices,0
1869,The Pentaverate,the pentaverate,"A less-than-stellar return to comedy for Mike Myers, featuring outdated jokes, an attempt at topicality that falls flat, and a waste of talented comedians.",0
1870,The Pentaverate,the pentaverate,"Got some good laughs out of the first three episodes, but I grew weary.",0
1871,The Pentaverate,the pentaverate,"If you're not bowled over by the eight rubbery faces Myers cycle through its six episodes, maybe it's because they're only slightly removed from versions of his characters you've laughed with before but whose humor feels crustily outdated in 2022.",0
1872,The Pentaverate,the pentaverate,"There are rare parts of The Pentaverate that demonstrate how Mike Myers' brand of humor can still feel fun and fresh here in 2022, but too much of it proves the opposite.",0
1873,The Pentaverate,the pentaverate,"""The Pentaverate"" is simultaneously silly and pointless, and a welcome return to form for its star.",1
1874,The Pentaverate,the pentaverate,"There’s an undeniable thrill to watching Myers, still a comedy genius when he cares to be... throw himself into caricature after caricature of broken, insecure men.",1
1875,The Pentaverate,the pentaverate,'The Pentaverate' is unbelievably bad.,0
1876,The Pentaverate,the pentaverate,"Had The Pentaverate been made in 1997, it still might not have been much good, but it would have perhaps made more sense. I’ll give it this, mind – it’s nice.",0
1877,The Pentaverate,the pentaverate,"Underneath its mildly amusing, emotionally scattered exterior, The Pentaverate is a flawed but heartfelt ode to the importance of honesty in an era where lies are widespread and popularized.",0
1878,The Pentaverate,the pentaverate,"That the resulting show isn’t good doesn’t especially matter, in the end. It’ll probably still find enough curious viewers to justify the partnership, and for Netflix, that’ll be more than enough.",0
1879,The Pentaverate,the pentaverate,The Pentaverate struggles under the weight of its main talent.,0
1880,The Pentaverate,the pentaverate,"We don’t expect The Pentaverate to get much funnier as the season goes along. And the longer we watch, we think the more painfully unfunny most of the gags are going to get.",0
1881,The Pentaverate,the pentaverate,"This is a Myers show, and it offers all the comfort and eye-rolling fatigue you’d expect from that, regardless of what year it is. That’s the resilience of juvenile humor: It never ages.",1
1882,The Pentaverate,the pentaverate,A profoundly unfunny series of sex and poop jokes.,0
1883,The Pentaverate,the pentaverate,"The Pentaverate rambles and repeats itself too often, even if the glimpses of Myers’ undeniable skill almost make it work and might be just enough for those who have missed him so.",0
1884,The Pentaverate,the pentaverate,"For between 25 and 28 minutes at a time, it should take you out of yourself and into a world of mustard-robed elders, bum jokes and general daftness.",1
1885,Outer Banks,outer banks,I'm enjoying the camaraderie of the teens and their problem-solving in working towards a goal. Be prepared; it's ultra-drama.,1
1886,Outer Banks,outer banks,"The way it's all packaged together, however, makes it slick enough that it's irresistible to all ages. Don't feel guilty if you feel a little too old for this show before you begin, because that bonkers mystery will keep you clicking.",1
1887,Outer Banks,outer banks,"Maybe it's a show that's still trying too hard at points, but it's easy to imagine that fans of ""Outer Banks"" watching Season 2 will find much of what they're searching for.",1
1888,Outer Banks,outer banks,"It was a compelling beginning to the season, and the fact that Terrence, Stubs, and Cleo turned on them came out of nowhere.",1
1889,Outer Banks,outer banks,"One thing Outer Banks never fails to be is fun, and with a plot so far-reaching, this counts for a lot.",1
1890,Outer Banks,outer banks,"If you don't want to broach the issue of race here, then don't tie the treasure to slavery. But if you're going to make that link, you have a responsibility to actually talk about it and the implications.",0
1891,Outer Banks,outer banks,"The real draw of Outer Banks is its sense of fun and outlandish adventure-like an older Goonies with more death-defying stakes attached. As someone once said, stupid things have positive outcomes all the time.",1
1892,After Life,after life,"It is by turns outrageous, uplifting, unflinching, sad, hilarious and angry.",1
1893,After Life,after life,"The end of this elevating, energizing series may cause confusion, but the conversation that follows ""After Life"" will add one more layer to Gervais' admirable foundation.",1
1894,After Life,after life,"Ultimately, it's worth sticking with, but you can't help feeling it would have worked better as a single 90-minute special.",1
1895,After Life,after life,The bitterness gives way to a refined dignity; it’s like watching an irreverent comedy confess that it was a coming-of-adage drama all along.,1
1896,After Life,after life,It's a season that betrays its own legacy and destroys the absolute brilliance of the first season.,0
1897,After Life,after life,After Life remains a cleverly constructed dark comedy. [Full review in Spanish],1
1898,After Life,after life,"Monologues about grief and recovery are painfully trite, painfully single-dimensional; it falls short of even syrupy fare like Ted Lasso.",0
1899,After Life,after life,"Hardcore fans of the show - which are legion - will mourn its passing, but for the rest of us, Gervais's maudlin curio remains a kind of purgatory.",0
1900,After Life,after life,"Treated with a little more care, I suppose all of this could be saying really interesting things about male failure and loneliness. It's lazy, though. No idea or message is ever pursued. Nothing is.",0
1901,After Life,after life,"A great closing for the story, highlighting above all its unbeatable ending. [Full review in Spanish]",1
1902,After Life,after life,"Its themes have become repetitive to the point where ""Life"" has clearly run its course.",0
1903,After Life,after life,"Season three provides a sweet and satisfying finale to a near-perfect series that warms the heart, challenges perceptions, confronts demons and, yes, makes you laugh out loud.",1
1904,Behind Her Eyes,behind her eyes,"A well-structured, complex, attractive story. [Full review in Spanish]",1
1905,Behind Her Eyes,behind her eyes,Where others excel with the dark and twisty storylines building intrigue and frightening sequences this one is only good for mustering up a sleepy yawn.,0
1906,Behind Her Eyes,behind her eyes,Whiplash twists and turns make this a worthy watch as this uncomfortable trio enters new territory.,1
1907,Behind Her Eyes,behind her eyes,"Seductive and compelling, this mystery series boasts interesting characters, expertly doled out twists, and lots of intrigue.",1
1908,Behind Her Eyes,behind her eyes,"Good cast, good story but it all just takes too long to tell.",1
1909,Behind Her Eyes,behind her eyes,"I admire, for its sheer, nasty audacity, the double twist that ends the story. To achieve its impact, though, the limited series requires you not merely to suspend your disbelief, but strap it to a rocket and send it to the Milky Way.",1
1910,Behind Her Eyes,behind her eyes,"The show's insistence on progressing towards that bonkers twist, however, results in it sacrificing storytelling in favour of shock. Not only is it frustrating on its own, it's detrimental to the writing...",0
1911,Behind Her Eyes,behind her eyes,"It is hard to tell who is warden and who is prisoner, who is crazy and who is sane, and the Netflix show revels in this uncertainty.",1
1912,Behind Her Eyes,behind her eyes,"If you're in the mood to crack open a bottle of wine, enjoy some steamy sex, and get your mind blown in one of the silliest ways possible, it's a highly entertaining ride.",1
1913,Behind Her Eyes,behind her eyes,An engagingly jagged and creepy revenge thriller that degenerates into a steaming pile of paranormal malarkey.,0
1914,Behind Her Eyes,behind her eyes,"A little trite, but nicely done and ever watchable.",1
1915,Behind Her Eyes,behind her eyes,Your time would be better spent reading a book. Just not the book this train wreck of a drama this based on.,0
